negative	정말 너무 빨리 도착 했 어요 잘 쓸께요 ~~~ 
negative	도착 하장 사자 ㅈ 바로 파 손 ㅜㅜ 이유 는 영상 속 에 강화 테스트 를 보 고 강화 유리 가지 고 양손 잡 고 살짝 휘어지 다가 바로 파 손 버렸 다 ㅜㅜ 광고 홍보 과장 하 는 놈 아 사기 꾼 . ... 돈 . ... 
positive	갠 찬 아요 ^^ 
positive	다른 곳 보다 싸 고 좋 습니다 배송 비 도 1 만 원 이 면 무료 고요 많이 파 세요 
positive	받 았 어요 회사 서 1 개 씩 먹 어요 
positive	잘 사용 하 고 있 어요 ~~~ 가격 도 저렴 하 고 배송 도 빨라서 매우 만족 하 고 있 습니다 . 다음 에 도 이 사이트 를 통해서 물건 을 구입 할 듯 합니다 . ^*^ 
negative	싼 맛 에 그럭저럭 해요 
positive	요가 할 때 입 으려고 편하 고 얇 고 깔끔 하 고 저렴 하 고 좋 으 네요 
positive	색상 이 생각 했 던 것 과 쩜 다르 긴 해두 나름 괜찮 네여 ~ 
positive	부드럽 고 색상 도 산뜻 하 네요 
positive	재 구매 예정 
negative	캐리어 를 구매 하 긴 했 는데 . ... 틀 이 움직여요 인터넷 으로 한정 수량 에 같 은 재질 이 겠 지 했 는데 . ... 전혀 예상 밖 이 네요 ㅠㅠ 반품 하 고 싶 은데 걍 몇 번 쓰 다 버려야 겠 어요 
positive	고정 잘 되 고 잡소리 안 나 고 휴대폰 잘 잡 아 주 네요 
negative	이곳 은 절대 이용 하 지 마세요 . 주문 한 물건 도 제대로 배송 하 지 않 고 1 주일 지났 다며 , 자신 들 은 책임 이 없 다고 하 네요 일 이 분주 하 다 보 니 아이 가 제대로 물건 을 받 았 는지 일 주일 넘어서 야 확인 할 수 있 었 고 , 나중 에 보 니 제대로 물건 이 배송 되 지 않 았 습니다 . 기타 받침 , 조율기 , 피크 , 어깨끈 등 다수 의 물건 을 한꺼번에 주문 했 습니다 만 , 나중 에 보 니 주문 한 것 중 4 개 만 제대로 배송 됐 네요 . 응 대하 는 여 직원 도 그렇 고 , 어디 해볼테 면 해 봐 라는 식 입니다 . 이런 분 들 때문 에 온라인 마켓 에 대한 불신 과 그것 을 넘어선 분노 를 느끼 게 됩니다 . 제 가 원래 잘 글 을 남기 지 않 으나 , 이곳 에서 는 소비자 후생 과 정의 로운 사회 구현 을 위해 장문 의 글 을 남기 게 되 네요 . 이런 사업자 가 시장 에서 도태 되 어야 온라인 마켓 도 믿 고 구매 가 가능 해 지 리란 희망 에서 바쁜 시간 일부러 할애 하 여 글 적 습니다 . 절대 이곳 에서 구매 하 지 마세요 ! 
negative	사진 과 다르 네요 정장 에 맞춰서 입 을라 했 더만 그냥 신발 로 신 고 댕겨야 겠 습니다 
positive	완전 저렴 하 게 득템 했 어요 ~ ㅋㅋㅋ 
negative	앞뒤 표시 없 음 . 일자 인데 쫀쫀 하 지 않 아서 발목 이 뜸 . 허리 밴드 도 약해서 내려가 는 느낌 임 . . 싸 다고 샀 다가 다 같 은 비비안 이 아니 란 걸 깨달 음 . ㅇ 돈아 깝ㅠㅠ 
positive	조아 요 ~~ 사이즈 가 생각 보단 작 네요 ~ 
negative	상품 을 제 가 2 월 11 일 날 시켰 는데 딱 일 주일 만 에 2 월 18 일 날 왔 군요 . .. 이렇게 늦 게 오 다니 . ... ㅜㅜ 짜증 나 네요 아 ㅓㅁ ; ㅏㅣ어라ㅣ ; 멍라 ㅣ ㅓㅁ이ㅏ러미아ㅓ리ㅏㅁ어 ; 리 ㅏ멍 ; ㅣ ㅏㅓㅣㅏ어라ㅣ ; ㅓㅁ ㅇ나 ㅣ 런 아 ㅣ ㅓ리 ㅏ 어라 ㅣ ㅁ 어라 ㅣ ㅁ 얼 ㄹ ㄹ ㄹ ㄹ ㄹ 아 ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅓ ; 미아 ㅓ라ㅣ멍라ㅣ ; ㅓㅁ ; ㅣ ㅏ 어라 ㅣ 멍 리 ㅏㅓ ㅁ 아 ㅣ 러 ㅏㅣ ㅁ 어라 ㅣ ㅓ ㅇ라ㅣ멍리ㅏㅓㅁ이ㅏ러ㅣㅏ어리ㅏ멍리ㅏ멍리ㅏㅓㅇㄹ 
positive	싸 게 잘 샀어요 배송 도 빠르 구요 
negative	마감 은 진짜 왜 이럴까 요 . 아무리 중국 산 이 라지만 만들 다 귀찮 아서 뒷 꿈 치 쪽 본드 로 대충 붙여 있 는 데 다 앞코 하나 에 지워 지 지 않 는 얼룩 . 우한 폐렴 때문 에 반품 도 번거로워 구매 확정 하 지만 만 원 짜리 신발 도 이렇게 는 안 만듭니다 . 뒷 꿈 치 마감 진짜 황당 하 네요 . 
negative	한 가지 품목 이 다르 게 왔 네요 ~~ 다음 에 보내 실 때 에 는 확인 후 정확히 보내 주 세요 
negative	마트 가 보 니 * 마트 가 40 프로 이상 싸 네요 ;; 
positive	잘 받 았 습니다 . 많이 파 세요 ^^ 엄청 좋 아요 ! 편하 고 ! ! 배송 도 빨라요 ~ 
negative	ertyf hdrse aty fjghrt et yjgk hgrea fjgk hf 
positive	떡 뻥 에 이어 개월 수별 로 먹여 왔 는데 요즘 은 과일 담 은 현미 시리즈 너무 좋 아 해서 계속 주문 해 주 고 있 어요 ~ 
negative	저 렴 
positive	늘 먹 고 있 는 맥심 모카 골드 ~ 사은품 도 넘 맘 에 들 고 제품 도 좋 아요 ~ 
negative	몇 년 째 사 먹 고 있 는데 첨 으로 이렇게 배송 이 됐 네요 곧 터지 겠 는 -.,-;;; 뭐 이상 은 없 는 거 긴 할 테 지만 그닥 ~~~~ 인 건 사실 담 엔 잘 포장 해서 보내 주 세요 
positive	잘 받 았 습니다 잘 받 았 습니다 
positive	거실 에서 티비 보다 잠드 는 남자 땜 에 구입 . 처음 구입 해 보 는 라텍스 라 고민 하 며 , 후기 들 읽 어 본 후 ㅡ 8 . 5 센티 싱글 구매 했 는데 , 생각 보다 두텁 고 좋 으 네요 . 중학 입학 하 는 딸 이 자기 방 에 도 깔 아 달 라는데 , 고건 좀 더 얇 은 걸 해도 충분히 폭신 포근 할 것 같 다는 믿음 이 생깁니다 . 지퍼 가 . . 사방 에 돌아가 며 있 는 것 같 네요 ^^ 방수 커버 입혀져 있 고 겉 커버 가 있 고 , 바닥 은 미끄럼 방지 도트 ? 가 있 어 밀리지 도 않 고 든든 합니다 . 일반 토퍼 나 매트 에 비하 면 무게 가 상당 하 지만 , 라텍스 니까 그런 것 이 고 , 품질 보증서 에 1 년 새 꺼짐 현상 있 을 시무 상 교환 이 래요 ~! 
negative	배송 이 일 주일 만 에 왔 네요 . . ㅡㅡ 전화 도 안 받 으시 고 , , , 배송 만 조금 빨랐으면 더 좋 았 겠 네요 ! !! 
negative	박음질 선 이 발가락 앞 으로 가 서 신발 신 을 때 많이 불편 합니다 안 신 을 거 같 네요 
positive	넘 맘 에 들 어요 ^^ 많이 법 창 하 시 길 ♥ 
positive	ㅗ 4 5 ㅛ 45 ㅛㅗㄴ 5 ㅛㅗㅁ 54 ㅛㅁㄷ 5 ㅛㅗ 5 ㄷ 4 
positive	요거 붙이 면 다리 가 너무 시원 해요 저렴 하 게 구매 해서 아주 좋 으네 요 배송 도 빠르 고 재 구매 의사 100 % 
negative	쇼핑몰 에 올린 화면 보다 완전 다르 네요 . 별루 얘 요 . 
positive	향 이 너무 좋 아요 기존 꺼 보 다 ㅎㅎ 
negative	3 번 만 에 받 은 제품 일 처리 를 어떻게 하 는지 가 궁금 하 네여 
negative	처음 부텨 조각 이 다 쏟아져 빠지 네요 
positive	평소 에 쓰 던 거 라 마트 보다 는 사이트 가 저렴 해서 구매 했 어요 ~ 앞 으로 도 사이트 에서 사 야 겠 네요 ~ 
negative	겉 재질 이 좀 싼 티 납니다 
positive	우선 배송 이 빠르 고 , 투명 도 및 감촉 이 매우 좋 아서 대 만족 입니다 . 전체 화면 을 덮 으고 액정 화면 과 다름 이 없 어서 , 어떤 충격 에 도 안심 하 고 사용 할 수 있 게 되 었 습니다 . 감사 합니다 . 
positive	교실 비치 용 으로 구매 했 어요 수분 감 도 좋 고 넘 좋 아요 학생 들 도 손 이 많이 건조 했 는데 넘 좋 아 하 네요 ^^♥ 
negative	갤럭시 s 8 액정 보호 필름 을 주문 했 는데 노트 8 필름 이 왔 네요 필름 이 없 는 불편 한 상태 로 핸드폰 을 사용 중 인데 혹시 다시 배송 가능 할까요 ? 
negative	근데 이건 왜 롯데마트 보다 비쌀 까요 ? 마트 에서 9900 원 다른 공룡 메카드 와 같 은 가격 인데 . .. 살짝 이해 가 안 가 네요 ~~ 그래도 어짜피 롯데마트 에 주문 해도 배송 비 가 드 니까 그냥 여기 에서 묶음 배송 주문 했어요 
negative	정확 하 진 않 아요 . 올라갈 때 마다 체중 아 변하 네요 . 
positive	좋 아요 ~ 배송 도 빠르 고 잘 쓸께요 
positive	엄마 가 화장 을 하 세요 전 30 대 지만 아직 ㅡㅡㅋ 애 를 키우 니라 ㅎㅎ 화장 하 는 것 보다 지우 는 게 중요 하 다지요 그래서 사 드렸 어요 
positive	손톱 을 기르 지 못하 는 사람 에겐 완소 아이템 ! 손톱 크기 에 도 맞 구 괜찮 은 것 같 아용 ! 글루 가 없 다는 아쉬움 이 . ... 
positive	겨울 에 축구 하 거나 다른 운동 할 때 필요 해서 샀 는데 좋 네요 요즘 중 , 고등학생 들 이런 거 많이 입 고 다니 던데 ^^; 예쁘 네요 조마 곤색 샀 는데 디자인 도 좋 고 , 제품 질 도 뛰어나 고 적극 추천 합니다 . 그런데 제 가 허벅지 가 굵 고 엉덩이 가 있 어서 그런지 살 ? 끼 네요 한 치수 크 게 주문 하 시 면 될 것 같 아요 굵 으신 분 들 
negative	지문 인식 도 안 되 고 오 자마자 붙 치 는 순간 깨져 버리 네요 1 + 1 이거 완전 쓰레기 입니다 죽 어도 사 지 마세요 두 개 다 똑같 은 부위 붙 치 는 순간 깨져요 
negative	싼 게 비지떡 허접 하 기 짝 이 없 음 조금 돈 더 주 더라도 브랜드 제품 구입 하 세요 싼 게 비지떡 허접 하 기 짝 이 없 음 조금 돈 더 주 더라도 브랜드 제품 구입 하 세요 싼 게 비지떡 허접 하 기 짝 이 없 음 조금 돈 더 주 더라도 브랜드 제품 구입 하 세요 비추 
negative	물건 이 왔 는데 봉 이 찌그러져 있 어서 끼우 는데 식겁 했 어요 . 저희 남편 이 있 는 힘껏 끼워서 겨우 넣 었 는데 여자 혼자 서 는 힘들 것 같 아요 물론 제 꺼만 그런 게 왔 는지 모르 지만 바퀴 도 잘 굴러 가지 도 않 아서 있 으나 마나 이 고 가격 대비 추천 하 고 싶 지 는 않 네요 
positive	늘 여기 서 시켜 먹 어요 가격 대비 좋 아요 많이 파 세요 
positive	배송 빠르 고 잘 받 았 습니다 . 
positive	커피 받 자마자 바로 시음 돌입 ~ 음 , , 브렌드 커피 는 각 샵 마다 맛 이 달라서 어떨지 궁금 했 는데 맛있 네요 , 만족 입니다 . 게다가 가격 까지 착하 니 , 기분 까지 도 좋 네요 . 감사 합니다 , 맛있 게 즐길 께요 . 
positive	썬 크림 이 다른 제품 보다 좋 다고 해요 항상 써 보 는 제품 인데 땀 이 흘러도 괜찮 은 거 같 아요 많이 파 세요 
negative	세탁 하 여 쓸려고 빨 았 더니 물 빠짐 너무 심해요 ㅜㅜ 가격 만큼 인듯 . . 재질 도 뭐 가 많이 달라붙 어 찍찍 이 로 때 줘야 할 듯 . . 아이보리 사려 다 네이비 하 였 는데 오히려 세탁 도 더 자주 해야 할 듯 ㅜㅜ 
positive	빠른 배송 에 좋 은 품질 감사 합니다 ! ! 
negative	260 신기 에 발볼 이 넓 어 265 ~ 270 샀 는데 . . 겁 니 큼 . . 두 개 같 은 사이즈 주문 했 는데 1 개 는 작 고 1 개 는 겁 니 크 고 . . 상품 사이즈 표시 개판 임 . . 반품 하 기 구찮 아서 걍 . . 재 활용 으로 쓰레기통 에 보관 하 든가 . . 누구 주 든가 . . 질 은 . . 여름 에 더울 듯 . . 신발 끈 도 겁 니 꽉 조여야 매듭 이 아주 작 게 매듭지 어 짐 로또 로 사이즈 맞 길 바라 며 주문 하 세요 ~ 
negative	배송 완전 느리 고 포장 다 터져 오 고 가지 부러져 있 고 판 과 나무 연결 한 못 빠지 고 최악 입니다 에휴 ㅡㅡ 
positive	대박 인 듯 ^^ 
positive	배송 도 빠르 고 좋 아요 . 또 이용 할께요 . 
positive	배송 하루 만 에 왔 네요 ~ 
positive	아직 미개 봉 아기 위해서 미리 샀어요 믿 고 구매 합니다 
positive	항상 쓰 고 있 어요 가격 대비 용량 도 크 고 좋 아요 ? 오 ~ 
negative	싼 게 비진 떡 이 네요 배송 도 엄청 느리 고 한 번 묶 고 나 니 리본 이 그냥 끊 어 지 네요 
negative	상품 이 나쁘 지 는 않 은데 . ..... 무 결점 신청 했 는데 , 중앙 에 픽셀 2 개 가 불량 이 에요 . 검 은 화면 에서 는 불량 픽셀 이 밝은색 으로 나오 니까 확 티 가 나 네요 . 동영상 다른 거 볼 때 는 괜찮 으려나 몰 겠 어요 . 무결 점 확인 하 려면 포장 뜯 고 , 박스 에서 빼 고 , 다리 연결 하 고 , 컴퓨터 연결 하 고 그래야 는데 , 이거 다시 반품 하 려니까 그것 도 귀찮 고 . .. 그냥 반품 안 하 고 쓰 기 는 할 건데 . .... 무 결점 과 결점 차이 가 무엇 인지 는 잘 모르 겠 습니다 . 괜히 무결 점 아닌 거 신청 하 면 수십 개 불량 으로 오 려나 . . 상담 센터 전화 해서 무 결점 으로 만 원 플러스 한 거 달 라고 해야 하나 . .. 고민 중 입니다 . 구매 생각 하 시 는 분 들 참고 하 시 기 바랍니다 . 
negative	물건 이 당일 배송 이 라고 해서 신청 을 하 고서 기다렸 는데 당일 배송 이 아니 라 다음 날 배송 이 더군요 그래도 믿 었 는데 오전 에 주문 을 했 는데 . ........ 
positive	좋 네요 ~ ㅎㅎ 
positive	아이 가 좋 아 해요 잘 타 고 있 어요 
negative	이건 너무 서비스 너무 심한 것 같 아요 . 처음 에 는 물건 적 게 보내 고 두 번 째 는 마구 개수 ? ? 춰서 보내 구 정말 짜증 남 
positive	울 아기 가 백 일 넘어가 면서 안 아 주 기 가 손목 에 무리 가 가 길래 장만 했 어요 ~ 원체 유명 한 제품 이 라서 그런지 써 보 니 완 젼 만족 합니다 . 안 아 줄 때 넘 편하 고 손목 에 무리 도 안 가 네요 ~ 그레이 색상 샀 는데 무난 하 고 고급 스러워 요 ㅎㅎ 
negative	저 같이 상품 취소 신청 하 고 취소 거부 당해서 기저귀 받 으신 분 이 많 네요 . 취소 신청 하 고 사이트 전화 했 더니 기저귀 는 보통 급 하 게 받 으시 려는 분 이 많 아서 이미 출고가 됐 다고 하 더니 어제 하 룻 동안 출고 상태 로 만 있 다가 오늘 새벽 부터 이동 하 더라구요 . . 주문 한지 3 일 째 받 아서 그리 빠른지 도 모르 겠 던데 . . 저 도 대형 쇼핑몰 근무 해 봐서 대충 은 아 는데 이번 엔 좀 실망 했 네 ㅣ 요 
positive	엄청 잘 쓰 고 잇 슴당 ㅋ 
negative	암막 성능 하나 생각 하 고 싼 맛 에 샀 는데 역시 빛 차단 을 못 하 네요 . .. 햇빛 은 물론 후레쉬 불빛 50 프로 이상 통과 하 는 듯 합니다 . 사진 은 그레이 색상 이 랍니다 . 
positive	다른 전기 용품 판매점 보다 포장 도 꼼꼼 하 고 안 전하 게 신경 쓴 점 이 맘 에 듭니다 배송 은 좀 느렸 지만 선택 한 전등 들 이 싸 고 밝 아서 매우 만족 합니다 
negative	보내 주 신 pp 스푼 계속 쓰 고 있 었 는데 오늘 이유식 먹이 려고 보 니 비닐 인지 랩 인지 붙 어 있 는 거 같 아 사 떼 다가 . ... 숫가락 에서 벗겨지 는 걸 확인 했 네요 무슨 비닐 로 숫가락 을 코팅 한 건지 . . 더 이상 찝찝 해서 못 쓰 겠 네요 사은품 으로 준 거 라 그런지 . 나머지 싹 다 버리 고 걍 돈 주 고 산 스푼 쓰 려구요 . 이런 거 줄 거 면 차라리 안 주 는 게 낫 겠 네요 ! !! 
negative	그다지 에요 ㅜㅜ 
negative	괜히 샀 어요 . 너무 작 아서 . 불기 엄청 힘들 어요 
positive	직원 들 이랑 먹 으려고 구입 했 습니다 . 저렴 한 가격 에 좋 은 상품 입니다 . 
positive	단발 이 라 좀 안 어울려요 긴 머리 가 더 잘 어울릴 거 같 아요 
negative	원래 이렇게 오 는 건가요 ? 곽 없이 ? 싸 게 샀 다고 좋 아 했 더니 이건 당 췌 . . ㅡㅡ어디 팔 다 곽 망가진 것 만 보낸 건 아니 겠 죠 ? 
positive	좋 와요 ~~/ 
negative	일단 . . 배송 은 괜찮 은데 . . 두 개 제품 모두 뚜껑 이 불량 이 네요 ~ 모두 해체 가 됐 어요 ㅠ . ㅠ조 립식 인가 싶 어 조립도 해 봤 는데 . . ㅋ 그래서 뚜껑 은 버렸 습니다 ! 확인 좀 하 고 보내 주 세요 ~ 
positive	잘 받 았 습니다 . . 많이 파 세요 
positive	엄청 싸 게 샀어요 ~ 이런 핫 딜 자주 있 었 으면 좋 겠 어요 ~ ㅋ 
negative	양말 이 맞 나요 ? 그냥 발끝 만 둥그렇 게 만들 고 끝 인 거 같 네요 . . 발목 끝 처리 는 글쎄요 . . 종아리 통통 한 분 은 피 가 안 통할 듯 . . 암튼 별로 네요 
positive	예뻐요 , 빡빡 하 지 않 게 낙낙 하 니 예쁘 게 커버 가 되 네요 ㅎㅎ 리본 도 이쁜 게 묶 어 주 면 굳 굳 굳 ♡ 
negative	실밥 이 엄청 나오 네요 
negative	고의로 찌른 듯 한 제품 두 개 가 섞여 있 습니다 깨진 것 도 찌그러진 것 도 아닌 압정 으로 찌른 듯 한 난감 하 네요 두 개 가 그래서 그냥 두 렵니다 ㅠㅠ 
negative	싼 맛 에 살 려면 살 만 합니다 . . 
negative	유아 안장 설치 하 려고 구매 했 는데 볼트 가 부러져 버리 고 가운데 연결 되 는 게 뭔가 부품 이 빠진 것 같 고 . . 남편 이 집 에 있 는 도구 총 동원 해서 설치 했 는데 뭔가 찝찝 하 네요 
positive	잘 받 았 습니다 저렴 하 게 구입 해 놓 고 사용 하 니 편하 고 좋 아요 
negative	판매자 너무 이상 해요 . 물건 팔 았 으니 끝 이 라는 마인드 . . 
negative	4 개 구매 했 는데 4 개 전부 다 첨 입 고 앉 는 순간 뿌지직 . .. 하나 같이 엉덩이 부터 허벅지 까지 다 터졌 어요 . 하나 면 이해 하 는 데 4 개 다 . . 이게 ? o 미 
positive	잘 샀어요 배송 빨라서 좋 네요 ^^ 
positive	무엇 보다 도 터치 가 너무 잘 되 서 좋 고 ~ 액정 을 보호 하 니 마음 도 든든 하 니 너무 좋 네요 ㅎ 싼 가격 에 유사품 짝퉁 을 써서 후회 하 느니 적당 한 가격 을 형성 하 는 강화 유리 액정 고릴라 글 래스 를 구매 하 니 후회 없 고 너무 좋 아요 ^ 0 ^ 얼마 전 노트 8 을 쓰 다가 떨어뜨리 는 바람 에 액정 아래 가 깨졌 네요 . . 그런데 강화 유리 만 깨지 고 노트 8 액정 은 멀쩡 한 걸 보 고 정말 다행 이 라 생각 해요 ! 고릴라 글래스 4 강화 유리 가 확실 하 게 보호 해 주 니 정말 좋 네요 ! 저 는 이번 에 다시 재 구매 를 합니다 ~^^ 갤럭시 노트 8 을 사용 하 시 는 분 들 께 적극 적 으로 추천 하 고 싶 네요 ~!!! 
positive	좋 네요 ~ 가격 은 요즘 싸 디 싼 세제 가 많 아 부담 스럽 지만 좋 은 것 같 아용 ㅎ 
positive	좋 은 제품 싸 게 잘 샀 네요 
positive	핑크 색상 을 원 햇 지만 노란색 으로 왓 는데 노란색 도 너무 이쁘 더라 고용 ^^ 
positive	항상 쓰 던 제품 이 예요 좋 아요 ㅎ 
negative	예전 에 낚시 용의자 를 하나 구입 해서 써 봤 는데 이건 낚시 용 으로 는 사용 하 기 불편 하 겠 네요 의자 높낮이 조절 도 안 되 고 등받이 조절 도 5 단 조절 이 안 되 요 딱 그냥 의자 아니 간이침대 네요 ㅠㅠ 
negative	배송 이 엉망 . . 포장 박스 마구 구겨지 고 색상 은 이 뿌 네요 
positive	항상 쓰 던 제품 입니다 . 저렴 하 게 잘 산 것 같 아요 . 배송 도 빠르 고 좋 습니다 . 그럼 수고 하 세요 . 
negative	마감 처리 가 ㅠㅠ 
negative	가격 에 딱 맞 는 가 빙 입니다 운동 갈 때 쓸려고 저렴 한 가 빙 찾 다 구매 했 는데 잘 쓸께요 
positive	노트북 이나 교재 넣 고 다니 기 편해요 ^,^ 냄새 는 하루 정도 널어놓 으면 빠집니다 
positive	조아 여 싸 게 잘 구입 한 것 같 아요 생각 했 던 것 보다 훨씬 좋 네요 사이즈 도 괜찮 고 색상 도 잘 나온 것 같 아요 많이 파 세요 감사 합니다 
negative	바닥 이 프라 스틱 같이 너무 딱딱 함 
positive	맛있 는 고기 싸 게 팔 아 주 셔서 잘 먹 고 있 슴당 
positive	커서 엄마 줬 어요 ㅋㅋ 
positive	배송 도 빠르 고 아주 마음 에 듭니다 . 싸 게 잘 산 거 같 아요 . 추가 로 구매 예정 입니다 . 
positive	아주 좋 아요 . 키 높이 라 좋 아요 홍홍 홍 ~ 고무창 이 라 말랑 거려서 발 디딜 때 도 편하 구요 . ㅈ 정 사이즈 에요 . 고무창 이 라 무게 감 은 좀 있 지만 그래도 이쁘 고 편하 고 좋 네요 . 단골 언니 신발 항상 만족 스러워 요 . 
positive	생각 보다 작 은 박스 에 오 네요 상품 은 맞 게 왔 어요 좋 아용 
negative	굉장히 무례 하 시 네요 . . 사이트 에서 중재 하 고 나 서 주 셔서 더 이상 말 은 하 지 않 겠 습니다 만 , 제 가 하나 더 보내 달 라는 것 도 아니 고 판매자 쪽 에서 잘못 보낸 상품 을 교환 해 달 라고 요청 한 것 이 이렇게 대응 을 하 실 줄 몰랐 습니다 제 가 블랙 컨 슈 머 인가요 ? 증거 자료 요청 하 셔서 사진 찍 어 보내 드렸 고 , 저 역시 증거 자료 를 요청 드렸 는데 내부 기밀 이 어쩌 고 하 며 일방 적 으로 상담 종료 를 통보 하 다니 돈 몇 푼 으로 구매자 의 권리 를 바닥 으로 끌어내리 시 네요 어떻게 cs 를 담당 하 고 계신지 모르 겠 습니다 만 고객 대응 부터 다시 신경 쓰 셔야 하 겠 습니다 다신 여기 서 구매 하 지 않 도록 하 겠 습니다 
positive	3 개 째 구매 요 남자 친구 가 시원 하 다고 아주 좋 아 하 네여 
positive	편하 고 튼튼 하 고 좋 아서 하나 더 구매 했 어요 ^^ 깔 별 로 다 소장 하 고 싶 네요 ㅋㅋ 
positive	좋 아 여 생각 ㅂ ㅎ 다 
negative	고무 부분 이 좀 조밀 해야 냄새 나 벌레 를 잡 을 수 있 을 듯 . .. 
negative	처음 켰 을 때 까만 연기 가 너무 많이 나 요 자스민 향 은 좋 아요 왜 그런지 태울 때 자꾸 찌지직 타 는 소리 가 나 네요 
positive	이거 쓰 고 나 서부터 우리 애 가 자꾸 머릴 긁 네요 ㅠㅠ 간지럽 대요 땀 이 많이 나 는 계절 이 돌아오 는 탓 인지 이 제품 이 안 맞 아서 인지 는 정확 치 않 지만 좀 더 써 봐야겠어요 거품 잘나 고 머리카락 보들보들 , 차분 해 지 는 건 확실 하 네요 애 가 좀 더 여자 여자 스러워 보이 는 거 같 음 ㅎ . 
positive	쌈 진짜 ㅋㅋ 엄마 사 드렸 어요 
positive	커버 좋 네요 . 벽걸이 는 사이즈 가 좀 모호 합니다 . 
negative	완전 당황 스럽 네요 . ... 사 서 신 은지 한 달 만 에 바닥 이 짝 하 고 갈라져 버리 는 이 느낌 . ... ㅠㅠ 어이없 네요 . .. 어떻 게 이런 제품 을 판매 할 수 잇 는 건지 . ...... 아오 짜증 나 ! !!! 
negative	아기 가 잘 먹 어 줘서 다행 이 에요 맛 도 제법 있 어요 
negative	담 에 는 내 가 좋 아 하 는 바디 판타지 가 나오 면 그걸 계속 사용 할 겁니다 다양 하 게 사용 해 봤 는데 역시 바디 판타지 가 제일 좋 은 거 같 아요 
negative	새 상품 맞 나요 ? ?? 교환 이 귀찮 아서 그냥 쓰 지만 실망 스럽 네요 . . 
negative	너무 질김 3 개 구매 하 려다가 취소 하 고 차돌 만 시켰 는데 잘 했 네 
positive	아이 들 이 초콜릿 만 든다 해서 구입 했 는데 벌써 한 개 는 까 서 먹 었 네요 ~ 빠른 배송 감사 합니다 ~ 
positive	중 2 아들 이 훌쩍 커서 저 랑 신발 사이즈 가 같아졌 네요 같이 신 을려고 검 흰 , 회검 , 2 켤레 주문 , 배송 받 았 습니다 신발 도 좋 고 , 아들 이랑 같이 공유 ( ? ) 하 는 느낌 도 좋 네요 감사 합니다 
negative	배송 도 드리 고 생각 보다 제품 도 별로 네요 싼 거 라 그런가 봐요 
negative	그 가격 만큼 한 거 같 아요 바로 비비 . 바르 면 겉돌 고 가 성시 갠 찬 은 변 
positive	대용량 이 라 싸 고 좋 아 여 다음 에 도 꼭 시킬 겁니다 감사 해요 부자 되 세요 사은품 좀 더 챙겨 주 시 면 좋 겠 내요 ㅎㅎ 
negative	숫자 가 모자라 게 왔 어요 38 개 만 왔 어요 나머지 도 보내 주 세요 
positive	잘 먹 었 습니다 만족 해요 
positive	가방 잘 받 아 습니다 마음 에 듭니다 많이 파 세요 배송 도 빠르 네요 
negative	선물 용 으로 지난주 월요일 에 주문 했 는데 택배 배송 과정 에서 문제 가 생겨서 오늘 에 야 물건 이 도착 했 네요 ;; 물건 도 안 왔 는데 조회 를 하 면 배송 완료 라고 나오 고 . . 배송 불만 입니다 . 
negative	줄 이 너무 길 고 구멍 이 너무 끝 쪽 으로 뚫려 있 어서 여자 한텐 크 네요 
positive	강추 에 요 벨소리 강약 조절 되 고 다양 하 게 고르 시 면 됩니다 
positive	ㅅ ㄷ ㅅ ㅈ ㅂ ㅈ ㅅ ㅈ ㄴ 
positive	굿 베리 굿 입니다 
positive	예쁜 듯 해요 
positive	빠른 배송 감사 합니다 감사 합니다 
negative	잘 안 닦여 요 
negative	ssp 채널 전용 이 네요 아 . . 두 박스 나 샀 는데 
positive	가격 대비 좋 은 상품 , 빠른 배송 만족 . 
positive	좋 아용 ~ 통화 했 는데 안내 도 꼼꼼 하 게 잘 해 주 시 고 ~ 감사히 잘 사용 하 고 . . 지인 분 들 추천 해 드릴게요 ~~~ : ) 
positive	집 에 페넬로페 기저귀 가 쌓여 있 어요 . 첫째 둘째 우리 집 기저귀 와 물티슈 는 페넬로페 만 쓰 네요 . 아주 좋 아요 . 
positive	가죽 도 버클 도 모두 맘 에 들 어요 검정 과 브라운 구입 했 는데 품질 좋 습니다 ^^ 
negative	가방 걸이 만 한 크기 라 생각 보다 별로 입니다 . 
positive	휴대 하 기 간편 하 고 외관상 으로 도 깔끔 해 보여서 선물 했 는데 심플 하 다고 좋 아 했 습니다 . 가격 도 할인 받 아 저렴 하 게 구입 할 수 있 어서 대 만족 입니다 . 
